Dataset,Model,Fold,Train Size,Test Size,Train Size after SMOTE,Accuracy,Precision_weighted,Recall_weighted,F1_weighted,ROC_AUC,Precision_defective,Recall_defective,F1_defective,PF,Specificity,G_measure,TN,FP,FN,TP
CM1,Bagging-LR,4,309,35,544,0.6857142857142857,0.8571428571428571,0.6857142857142857,0.7324192835028748,0.8533333333333333,0.2857142857142857,0.8,0.42105263157894735,0.3333333333333333,0.6666666666666666,0.7272727272727272,20,10,1,4
CM1,RF,5,310,34,544,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9,0.5,0.5,0.5,0.06666666666666667,0.9333333333333333,0.6511627906976745,28,2,2,2
CM1,DS,5,310,34,544,0.8529411764705882,0.8685598377281947,0.8529411764705882,0.8598648498947602,0.7000000000000001,0.4,0.5,0.4444444444444444,0.1,0.9,0.6428571428571429,27,3,2,2
CM1,SVM,5,310,34,544,0.7647058823529411,0.9215686274509803,0.7647058823529411,0.8054298642533936,0.9083333333333333,0.3333333333333333,1.0,0.5,0.26666666666666666,0.7333333333333333,0.846153846153846,22,8,0,4
CM1,LR,5,310,34,544,0.8235294117647058,0.9294117647058824,0.8235294117647058,0.8515406162464985,0.8416666666666667,0.4,1.0,0.5714285714285714,0.2,0.8,0.888888888888889,24,6,0,4
CM1,AdaBoost-RF,5,310,34,544,0.8529411764705882,0.83617963314358,0.8529411764705882,0.84364237498278,0.7625,0.3333333333333333,0.25,0.2857142857142857,0.06666666666666667,0.9333333333333333,0.39436619718309857,28,2,3,1
CM1,AdaBoost-DS,5,310,34,544,0.9117647058823529,0.9225152129817444,0.9117647058823529,0.9159189099368562,0.8416666666666667,0.6,0.75,0.6666666666666666,0.06666666666666667,0.9333333333333333,0.8316831683168316,28,2,1,3
CM1,AdaBoost-SVM,5,310,34,544,0.7647058823529411,0.8808823529411764,0.7647058823529411,0.8020541549953315,0.8875,0.3,0.75,0.42857142857142855,0.23333333333333334,0.7666666666666667,0.7582417582417583,23,7,1,3
CM1,AdaBoost-LR,5,310,34,544,0.7647058823529411,0.8438914027149321,0.7647058823529411,0.795518207282913,0.875,0.25,0.5,0.3333333333333333,0.2,0.8,0.6153846153846154,24,6,2,2
CM1,Bagging-RF,5,310,34,544,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.875,0.25,0.25,0.25,0.1,0.9,0.391304347826087,27,3,3,1
CM1,Bagging-DS,5,310,34,544,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8875,0.25,0.25,0.25,0.1,0.9,0.391304347826087,27,3,3,1
CM1,Bagging-SVM,5,310,34,544,0.7941176470588235,0.9251336898395721,0.7941176470588235,0.8285608583055865,0.9,0.36363636363636365,1.0,0.5333333333333333,0.23333333333333334,0.7666666666666667,0.8679245283018869,23,7,0,4
CM1,Bagging-LR,5,310,34,544,0.8235294117647058,0.9294117647058824,0.8235294117647058,0.8515406162464985,0.8333333333333334,0.4,1.0,0.5714285714285714,0.2,0.8,0.888888888888889,24,6,0,4
CM1,RF,6,310,34,544,0.8529411764705882,0.7754010695187166,0.8529411764705882,0.8123249299719887,0.7125,0.0,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,29,1,4,0
CM1,DS,6,310,34,544,0.8235294117647058,0.7720588235294118,0.8235294117647058,0.7969639468690702,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,28,2,4,0
CM1,SVM,6,310,34,544,0.7647058823529411,0.8438914027149321,0.7647058823529411,0.795518207282913,0.4916666666666667,0.25,0.5,0.3333333333333333,0.2,0.8,0.6153846153846154,24,6,2,2
CM1,LR,6,310,34,544,0.7647058823529411,0.8438914027149321,0.7647058823529411,0.795518207282913,0.4916666666666667,0.25,0.5,0.3333333333333333,0.2,0.8,0.6153846153846154,24,6,2,2
CM1,AdaBoost-RF,6,310,34,544,0.7941176470588235,0.8506069094304388,0.7941176470588235,0.8167745567126371,0.7291666666666665,0.2857142857142857,0.5,0.36363636363636365,0.16666666666666666,0.8333333333333334,0.625,25,5,2,2
CM1,AdaBoost-DS,6,310,34,544,0.8235294117647058,0.7720588235294118,0.8235294117647058,0.7969639468690702,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,28,2,4,0
CM1,AdaBoost-SVM,6,310,34,544,0.7058823529411765,0.8323529411764706,0.7058823529411765,0.7525676937441643,0.6666666666666666,0.2,0.5,0.2857142857142857,0.26666666666666666,0.7333333333333333,0.5945945945945945,22,8,2,2
CM1,AdaBoost-LR,6,310,34,544,0.7352941176470589,0.8011204481792716,0.7352941176470589,0.764424430059105,0.7416666666666667,0.14285714285714285,0.25,0.18181818181818182,0.2,0.8,0.38095238095238093,24,6,3,1
CM1,Bagging-RF,6,310,34,544,0.8823529411764706,0.8584558823529411,0.8823529411764706,0.8646426312460467,0.6666666666666666,0.5,0.25,0.3333333333333333,0.03333333333333333,0.9666666666666667,0.3972602739726027,29,1,3,1
CM1,Bagging-DS,6,310,34,544,0.8235294117647058,0.7720588235294118,0.8235294117647058,0.7969639468690702,0.5916666666666667,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,28,2,4,0
CM1,Bagging-SVM,6,310,34,544,0.7941176470588235,0.8506069094304388,0.7941176470588235,0.8167745567126371,0.625,0.2857142857142857,0.5,0.36363636363636365,0.16666666666666666,0.8333333333333334,0.625,25,5,2,2
CM1,Bagging-LR,6,310,34,544,0.7647058823529411,0.8074229691876752,0.7647058823529411,0.7841784989858012,0.5333333333333333,0.16666666666666666,0.25,0.2,0.16666666666666666,0.8333333333333334,0.3846153846153846,25,5,3,1
CM1,RF,7,310,34,544,0.7941176470588235,0.7685009487666035,0.7941176470588235,0.781099324975892,0.5583333333333333,0.0,0.0,0.0,0.1,0.9,0.0,27,3,4,0
CM1,DS,7,310,34,544,0.5882352941176471,0.7718360071301248,0.5882352941176471,0.6595022624434389,0.44166666666666665,0.08333333333333333,0.25,0.125,0.36666666666666664,0.6333333333333333,0.3584905660377358,19,11,3,1
CM1,SVM,7,310,34,544,0.6470588235294118,0.82174688057041,0.6470588235294118,0.7081447963800905,0.6916666666666667,0.16666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.5714285714285715,20,10,2,2
CM1,LR,7,310,34,544,0.6470588235294118,0.82174688057041,0.6470588235294118,0.7081447963800905,0.6416666666666667,0.16666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.5714285714285715,20,10,2,2
CM1,AdaBoost-RF,7,310,34,544,0.7647058823529411,0.8074229691876752,0.7647058823529411,0.7841784989858012,0.5708333333333332,0.16666666666666666,0.25,0.2,0.16666666666666666,0.8333333333333334,0.3846153846153846,25,5,3,1
