Dataset,Model,Fold,Train Size,Test Size,Train Size after SMOTE,Accuracy,Precision_weighted,Recall_weighted,F1_weighted,ROC_AUC,Precision_defective,Recall_defective,F1_defective,PF,Specificity,G_measure,TN,FP,FN,TP
JM1,Bagging-SVM,8,8632,959,14098,0.6777893639207507,0.772463138662621,0.6777893639207507,0.7095305581785447,0.654776936026936,0.3003003003003003,0.5681818181818182,0.3929273084479371,0.29757343550446996,0.70242656449553,0.6282124500285551,550,233,76,100
JM1,Bagging-LR,8,8632,959,14098,0.6840458811261731,0.7768209784532187,0.6840458811261731,0.7149886505586545,0.7061999303378614,0.3081570996978852,0.5795454545454546,0.40236686390532544,0.29246487867177523,0.7075351213282248,0.6371765236511248,554,229,74,102
JM1,RF,9,8632,959,14098,0.799791449426486,0.7867070962908981,0.799791449426486,0.7923466234612236,0.7568827644258678,0.4452054794520548,0.3693181818181818,0.40372670807453415,0.10344827586206896,0.896551724137931,0.5231388329979879,702,81,111,65
JM1,DS,9,8632,959,14098,0.7497393117831074,0.761631322840642,0.7497393117831074,0.7553169749424674,0.5813668292116567,0.3383838383838384,0.3806818181818182,0.3582887700534759,0.1673052362707535,0.8326947637292464,0.5224952605359631,652,131,109,67
JM1,SVM,9,8632,959,14098,0.7028154327424401,0.7996366530408836,0.7028154327424401,0.7327383401021925,0.7271929060722164,0.34017595307917886,0.6590909090909091,0.44874274661508706,0.28735632183908044,0.7126436781609196,0.684821938678347,558,225,60,116
JM1,LR,9,8632,959,14098,0.708029197080292,0.7999770619345251,0.708029197080292,0.7368741624055064,0.7345691106466969,0.344311377245509,0.6534090909090909,0.45098039215686275,0.2796934865900383,0.7203065134099617,0.6852289114622125,564,219,61,115
JM1,AdaBoost-RF,9,8632,959,14098,0.7883211678832117,0.7878550147900661,0.7883211678832117,0.7880871737886165,0.7197550214791594,0.4228571428571429,0.42045454545454547,0.42165242165242167,0.12899106002554278,0.8710089399744572,0.567139020306337,682,101,102,74
JM1,AdaBoost-DS,9,8632,959,14098,0.7591240875912408,0.7638656310358907,0.7591240875912408,0.761430522760415,0.6567035295483571,0.35135135135135137,0.3693181818181818,0.3601108033240997,0.1532567049808429,0.8467432950191571,0.5143123109145915,663,120,111,65
JM1,AdaBoost-SVM,9,8632,959,14098,0.7153284671532847,0.8010056378492216,0.7153284671532847,0.74269301081758,0.7374644432834088,0.3507692307692308,0.6477272727272727,0.4550898203592814,0.26947637292464877,0.7305236270753512,0.6866385165373234,572,211,62,114
JM1,AdaBoost-LR,9,8632,959,14098,0.7038581856100105,0.7854510263849915,0.7038581856100105,0.7314550678789323,0.6899272901428075,0.3291139240506329,0.5909090909090909,0.42276422764227645,0.2707535121328225,0.7292464878671775,0.6528296908667165,571,212,72,104
JM1,Bagging-RF,9,8632,959,14098,0.7820646506777894,0.7844632681049891,0.7820646506777894,0.7832417769569285,0.7550142226866365,0.4088397790055249,0.42045454545454547,0.41456582633053224,0.13665389527458494,0.8633461047254151,0.5655049231847522,676,107,102,74
JM1,Bagging-DS,9,8632,959,14098,0.762252346193952,0.7684865908404016,0.762252346193952,0.7652533189550916,0.6943247126436782,0.3617021276595745,0.38636363636363635,0.37362637362637363,0.1532567049808429,0.8467432950191571,0.5306122448979592,663,120,108,68
JM1,Bagging-SVM,9,8632,959,14098,0.6923879040667362,0.7953016364348011,0.6923879040667362,0.72396911814647,0.6949995646116336,0.32951289398280803,0.6534090909090909,0.4380952380952381,0.2988505747126437,0.7011494252873564,0.6764379730967649,549,234,61,115
JM1,Bagging-LR,9,8632,959,14098,0.7028154327424401,0.8008757617858296,0.7028154327424401,0.7328907576746245,0.7354217461976083,0.34110787172011664,0.6647727272727273,0.4508670520231214,0.2886334610472541,0.7113665389527458,0.687280838206525,557,226,59,117
JM1,RF,10,8632,959,14096,0.8196037539103233,0.8048069353239073,0.8196037539103233,0.810481737628705,0.7574927113702623,0.5073529411764706,0.3942857142857143,0.4437299035369775,0.08545918367346939,0.9145408163265306,0.5510132482416426,717,67,106,69
JM1,DS,10,8632,959,14096,0.7778936392075079,0.7774005321482641,0.7778936392075079,0.7776462148445671,0.619456997084548,0.39080459770114945,0.38857142857142857,0.38968481375358166,0.13520408163265307,0.8647959183673469,0.5362114885846874,678,106,107,68
JM1,SVM,10,8632,959,14096,0.6631908237747653,0.7758210008017873,0.6631908237747653,0.6987594933992828,0.6980247813411078,0.29329608938547486,0.6,0.39399624765478425,0.3227040816326531,0.6772959183673469,0.6363091671659676,531,253,70,105
JM1,LR,10,8632,959,14096,0.6746611053180396,0.7767618944440038,0.6746611053180396,0.7078984302341966,0.698790087463557,0.30029154518950435,0.5885714285714285,0.39768339768339767,0.30612244897959184,0.6938775510204082,0.6369009729926344,544,240,72,103
JM1,AdaBoost-RF,10,8632,959,14096,0.7841501564129302,0.7884597823527605,0.7841501564129302,0.7862327519546229,0.7012281341107872,0.41304347826086957,0.4342857142857143,0.4233983286908078,0.1377551020408163,0.8622448979591837,0.5776348631692564,676,108,99,76
JM1,AdaBoost-DS,10,8632,959,14096,0.794577685088634,0.7941218939091521,0.794577685088634,0.7943488465933322,0.7207069970845481,0.4367816091954023,0.4342857142857143,0.4355300859598854,0.125,0.875,0.5804691762138571,686,98,99,76
JM1,AdaBoost-SVM,10,8632,959,14096,0.6642335766423357,0.7799081204531386,0.6642335766423357,0.700028039327418,0.6761260932944607,0.2975206611570248,0.6171428571428571,0.40148698884758366,0.3252551020408163,0.6747448979591837,0.644659712153097,529,255,67,108
JM1,AdaBoost-LR,10,8632,959,14096,0.6882168925964547,0.7821073698629253,0.6882168925964547,0.7191451673855312,0.662405247813411,0.3132530120481928,0.5942857142857143,0.41025641025641024,0.29081632653061223,0.7091836734693877,0.6466706927016932,556,228,71,104
JM1,Bagging-RF,10,8632,959,14096,0.786235662148071,0.7905063932596922,0.786235662148071,0.7882981359937087,0.7470736151603499,0.41847826086956524,0.44,0.42896935933147634,0.1364795918367347,0.8635204081632653,0.5829582371129985,677,107,98,77
JM1,Bagging-DS,10,8632,959,14096,0.7935349322210636,0.7907887377691711,0.7935349322210636,0.7921278814171122,0.7231997084548105,0.4319526627218935,0.41714285714285715,0.42441860465116277,0.12244897959183673,0.8775510204081632,0.5654836966312377,688,96,102,73
JM1,Bagging-SVM,10,8632,959,14096,0.6590198123044838,0.7758539013584096,0.6590198123044838,0.6954353903957711,0.6481486880466472,0.29120879120879123,0.6057142857142858,0.39332096474953615,0.32908163265306123,0.6709183673469388,0.6366511755369562,526,258,69,106
JM1,Bagging-LR,10,8632,959,14096,0.6684045881126173,0.7773647218529673,0.6684045881126173,0.7030668630324672,0.6985204081632654,0.29745042492917845,0.6,0.3977272727272727,0.3163265306122449,0.6836734693877551,0.6391096979332272,536,248,70,105
KC1,RF,1,1885,210,3186,0.861904761904762,0.8602227126805778,0.861904761904762,0.8610369911778363,0.8486560520458826,0.5625,0.5454545454545454,0.5538461538461539,0.07909604519774012,0.9209039548022598,0.6851138353765324,163,14,15,18
KC1,DS,1,1885,210,3186,0.8380952380952381,0.834137425018665,0.8380952380952381,0.836020264847512,0.640472521828454,0.4838709677419355,0.45454545454545453,0.46875,0.0903954802259887,0.9096045197740112,0.6061746987951807,161,16,18,15
KC1,SVM,1,1885,210,3186,0.7238095238095238,0.8213816034711557,0.7238095238095238,0.7560892857142857,0.8156137647663071,0.31343283582089554,0.6363636363636364,0.42,0.2598870056497175,0.7401129943502824,0.6843283582089552,131,46,12,21
KC1,LR,1,1885,210,3186,0.7285714285714285,0.8226190476190476,0.7285714285714285,0.759857587894971,0.8176682074987159,0.3181818181818182,0.6363636363636364,0.42424242424242425,0.2542372881355932,0.7457627118644068,0.6867335562987736,132,45,12,21
KC1,AdaBoost-RF,1,1885,210,3186,0.8,0.8193967383460816,0.8,0.8084986720824872,0.709210751583633,0.3902439024390244,0.48484848484848486,0.43243243243243246,0.14124293785310735,0.8587570621468926,0.6197757390417941,152,25,17,16
KC1,AdaBoost-DS,1,1885,210,3186,0.8142857142857143,0.811993378812199,0.8142857142857143,0.8131187122736419,0.7110939907550079,0.40625,0.3939393939393939,0.4,0.10734463276836158,0.8926553672316384,0.5466400532268795,158,19,20,13
KC1,AdaBoost-SVM,1,1885,210,3186,0.7333333333333333,0.8296211251435133,0.7333333333333333,0.7645000000000001,0.7213662044170519,0.3283582089552239,0.6666666666666666,0.44,0.2542372881355932,0.7457627118644068,0.704,132,45,11,22
KC1,AdaBoost-LR,1,1885,210,3186,0.7428571428571429,0.8264334305150632,0.7428571428571429,0.7711309523809524,0.7340352679335729,0.3333333333333333,0.6363636363636364,0.4375,0.23728813559322035,0.7627118644067796,0.6938325991189427,135,42,12,21
KC1,Bagging-RF,1,1885,210,3186,0.8,0.8193967383460816,0.8,0.8084986720824872,0.8145865434001027,0.3902439024390244,0.48484848484848486,0.43243243243243246,0.14124293785310735,0.8587570621468926,0.6197757390417941,152,25,17,16
KC1,Bagging-DS,1,1885,210,3186,0.8428571428571429,0.8334379905808477,0.8428571428571429,0.8375111714168292,0.7432802602294127,0.5,0.42424242424242425,0.45901639344262296,0.07909604519774012,0.9209039548022598,0.5808832887870689,163,14,19,14
KC1,Bagging-SVM,1,1885,210,3186,0.719047619047619,0.8260204081632652,0.719047619047619,0.7531136653001221,0.7039890429720939,0.3142857142857143,0.6666666666666666,0.42718446601941745,0.2711864406779661,0.7288135593220338,0.6963562753036437,129,48,11,22
KC1,Bagging-LR,1,1885,210,3186,0.719047619047619,0.820159190436738,0.719047619047619,0.752314738863049,0.8145865434001027,0.3088235294117647,0.6363636363636364,0.4158415841584158,0.2655367231638418,0.7344632768361582,0.6819033345822405,130,47,12,21
KC1,RF,2,1885,210,3186,0.8523809523809524,0.8505768459069021,0.8523809523809524,0.8514533353969974,0.8111624721794213,0.53125,0.5151515151515151,0.5230769230769231,0.0847457627118644,0.9152542372881356,0.659245960502693,162,15,16,17
KC1,DS,2,1885,210,3186,0.8047619047619048,0.8119321291735084,0.8047619047619048,0.8081718603457735,0.606060606060606,0.3888888888888889,0.42424242424242425,0.4057971014492754,0.12429378531073447,0.8757062146892656,0.5715790860002634,155,22,19,14
KC1,SVM,2,1885,210,3186,0.719047619047619,0.8260204081632652,0.719047619047619,0.7531136653001221,0.8258859784283513,0.3142857142857143,0.6666666666666666,0.42718446601941745,0.2711864406779661,0.7288135593220338,0.6963562753036437,129,48,11,22
KC1,LR,2,1885,210,3186,0.7238095238095238,0.8213816034711557,0.7238095238095238,0.7560892857142857,0.8298236603321348,0.31343283582089554,0.6363636363636364,0.42,0.2598870056497175,0.7401129943502824,0.6843283582089552,131,46,12,21
KC1,AdaBoost-RF,2,1885,210,3186,0.8523809523809524,0.8579775588396278,0.8523809523809524,0.8549592114809506,0.7823146721451806,0.5277777777777778,0.5757575757575758,0.5507246376811594,0.096045197740113,0.903954802259887,0.7034594469512901,160,17,14,19
KC1,AdaBoost-DS,2,1885,210,3186,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.706899503509673,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.11299435028248588,0.8870056497175142,0.5455760491847099,157,20,20,13
KC1,AdaBoost-SVM,2,1885,210,3186,0.7238095238095238,0.8156422887457371,0.7238095238095238,0.7551780960831538,0.7132340352679336,0.3076923076923077,0.6060606060606061,0.40816326530612246,0.2542372881355932,0.7457627118644068,0.668693009118541,132,45,13,20
KC1,AdaBoost-LR,2,1885,210,3186,0.7285714285714285,0.8226190476190476,0.7285714285714285,0.759857587894971,0.731124807395994,0.3181818181818182,0.6363636363636364,0.42424242424242425,0.2542372881355932,0.7457627118644068,0.6867335562987736,132,45,12,21
KC1,Bagging-RF,2,1885,210,3186,0.8238095238095238,0.8392016806722689,0.8238095238095238,0.8304798750260832,0.8211778804999144,0.45,0.5454545454545454,0.4931506849315068,0.12429378531073447,0.8757062146892656,0.6722081676906396,155,22,15,18
KC1,Bagging-DS,2,1885,210,3186,0.8380952380952381,0.842122448979592,0.8380952380952381,0.8400162337662338,0.7401985961307995,0.4857142857142857,0.5151515151515151,0.5,0.1016949152542373,0.8983050847457628,0.654796511627907,159,18,16,17
KC1,Bagging-SVM,2,1885,210,3186,0.719047619047619,0.8260204081632652,0.719047619047619,0.7531136653001221,0.7050162643382982,0.3142857142857143,0.6666666666666666,0.42718446601941745,0.2711864406779661,0.7288135593220338,0.6963562753036437,129,48,11,22
KC1,Bagging-LR,2,1885,210,3186,0.719047619047619,0.8260204081632652,0.719047619047619,0.7531136653001221,0.8301660674542031,0.3142857142857143,0.6666666666666666,0.42718446601941745,0.2711864406779661,0.7288135593220338,0.6963562753036437,129,48,11,22
KC1,RF,3,1885,210,3186,0.8095238095238095,0.814204081632653,0.8095238095238095,0.8117838044308632,0.8603834959767163,0.4,0.42424242424242425,0.4117647058823529,0.11864406779661017,0.8813559322033898,0.5727773406766327,156,21,19,14
KC1,DS,3,1885,210,3186,0.8142857142857143,0.8349489795918367,0.8142857142857143,0.8230062111801243,0.6792501284026707,0.42857142857142855,0.5454545454545454,0.48,0.13559322033898305,0.864406779661017,0.6688524590163935,153,24,15,18
KC1,SVM,3,1885,210,3186,0.7095238095238096,0.8485439560439559,0.7095238095238096,0.7476974266689178,0.8111624721794214,0.325,0.7878787878787878,0.46017699115044247,0.3050847457627119,0.6949152542372882,0.7384828541738828,123,54,7,26
KC1,LR,3,1885,210,3186,0.7285714285714285,0.8525866906071147,0.7285714285714285,0.7633457371266745,0.8121896935456258,0.34210526315789475,0.7878787878787878,0.47706422018348627,0.2824858757062147,0.7175141242937854,0.7510519731604686,127,50,7,26
KC1,AdaBoost-RF,3,1885,210,3186,0.8142857142857143,0.8211412151067324,0.8142857142857143,0.8175293305728087,0.7533812703304228,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.11864406779661017,0.8813559322033898,0.5997693194925029,156,21,18,15
KC1,AdaBoost-DS,3,1885,210,3186,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.7640814928950522,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.1016949152542373,0.8983050847457628,0.6036446469248291,159,18,18,15
KC1,AdaBoost-SVM,3,1885,210,3186,0.719047619047619,0.8442290427561441,0.719047619047619,0.7550420787802422,0.7326656394453005,0.32894736842105265,0.7575757575757576,0.45871559633027525,0.288135593220339,0.711864406779661,0.7340090877315624,126,51,8,25
KC1,AdaBoost-LR,3,1885,210,3186,0.7476190476190476,0.8448988045922594,0.7476190476190476,0.7775030705040948,0.7457627118644067,0.35294117647058826,0.7272727272727273,0.4752475247524752,0.24858757062146894,0.751412429378531,0.7391455366446684,133,44,9,24
KC1,Bagging-RF,3,1885,210,3186,0.7952380952380952,0.8027230432402847,0.7952380952380952,0.798814390118738,0.8414655024824517,0.3611111111111111,0.3939393939393939,0.37681159420289856,0.12994350282485875,0.8700564971751412,0.5423269673574428,154,23,20,13
KC1,Bagging-DS,3,1885,210,3186,0.780952380952381,0.8017565923757294,0.780952380952381,0.7902604503760573,0.7405410032528676,0.34146341463414637,0.42424242424242425,0.3783783783783784,0.15254237288135594,0.847457627118644,0.5654281098546041,150,27,19,14
KC1,Bagging-SVM,3,1885,210,3186,0.7142857142857143,0.8495368772690253,0.7142857142857143,0.7516233766233767,0.7388289676425269,0.3291139240506329,0.7878787878787878,0.4642857142857143,0.2994350282485876,0.7005649717514124,0.7416609155739591,124,53,7,26
KC1,Bagging-LR,3,1885,210,3186,0.7285714285714285,0.8525866906071147,0.7285714285714285,0.7633457371266745,0.8096216401301147,0.34210526315789475,0.7878787878787878,0.47706422018348627,0.2824858757062147,0.7175141242937854,0.7510519731604686,127,50,7,26
KC1,RF,4,1885,210,3186,0.8142857142857143,0.8303151260504202,0.8142857142857143,0.821316625027493,0.8083376134223592,0.425,0.5151515151515151,0.4657534246575342,0.12994350282485875,0.8700564971751412,0.6471387961933012,154,23,16,17
KC1,DS,4,1885,210,3186,0.819047619047619,0.819047619047619,0.819047619047619,0.819047619047619,0.6430405752439652,0.42424242424242425,0.42424242424242425,0.42424242424242425,0.10734463276836158,0.8926553672316384,0.5751430057202288,158,19,19,14
KC1,SVM,4,1885,210,3186,0.7142857142857143,0.8308454868798834,0.7142857142857143,0.7499957079334558,0.7655367231638418,0.3150684931506849,0.696969696969697,0.4339622641509434,0.2824858757062147,0.7175141242937854,0.7070927136286614,127,50,10,23
KC1,LR,4,1885,210,3186,0.7095238095238096,0.823688750862664,0.7095238095238096,0.7454875283446712,0.7624550590652285,0.3055555555555556,0.6666666666666666,0.41904761904761906,0.2824858757062147,0.7175141242937854,0.691156462585034,127,50,11,22
KC1,AdaBoost-RF,4,1885,210,3186,0.8380952380952381,0.8504080714607031,0.8380952380952381,0.8434455391351943,0.7277007361753125,0.48717948717948717,0.5757575757575758,0.5277777777777778,0.11299435028248588,0.8870056497175142,0.6982677902621723,157,20,14,19
KC1,AdaBoost-DS,4,1885,210,3186,0.819047619047619,0.810091718150396,0.819047619047619,0.8142213526246684,0.738572162300976,0.41379310344827586,0.36363636363636365,0.3870967741935484,0.096045197740113,0.903954802259887,0.5186385737439222,160,17,21,12
KC1,AdaBoost-SVM,4,1885,210,3186,0.7047619047619048,0.8165713706700635,0.7047619047619048,0.7409479760745582,0.6918335901386748,0.29577464788732394,0.6363636363636364,0.40384615384615385,0.2824858757062147,0.7175141242937854,0.6745068285280729,127,50,12,21
KC1,AdaBoost-LR,4,1885,210,3186,0.7333333333333333,0.818205377389051,0.7333333333333333,0.7626543209876544,0.6920903954802259,0.31746031746031744,0.6060606060606061,0.4166666666666667,0.24293785310734464,0.7570621468926554,0.6731976890228586,134,43,13,20
KC1,Bagging-RF,4,1885,210,3186,0.8,0.829090909090909,0.8,0.8118758434547907,0.7952405410032528,0.4,0.5454545454545454,0.46153846153846156,0.15254237288135594,0.847457627118644,0.663716814159292,150,27,15,18
KC1,Bagging-DS,4,1885,210,3186,0.8285714285714286,0.8414497782918835,0.8285714285714286,0.8342364532019705,0.7651087142612566,0.46153846153846156,0.5454545454545454,0.5,0.11864406779661017,0.8813559322033898,0.673866090712743,156,21,15,18
KC1,Bagging-SVM,4,1885,210,3186,0.7095238095238096,0.8297240517828753,0.7095238095238096,0.7461509915243755,0.7063858928265707,0.3108108108108108,0.696969696969697,0.42990654205607476,0.288135593220339,0.711864406779661,0.7043383157127232,126,51,10,23
KC1,Bagging-LR,4,1885,210,3186,0.7,0.8214030206677265,0.7,0.7378280732136991,0.7584317753809279,0.2972972972972973,0.6666666666666666,0.411214953271028,0.2937853107344633,0.7062146892655368,0.6858710562414267,125,52,11,22
KC1,RF,5,1885,210,3186,0.8428571428571429,0.8371428571428572,0.8428571428571429,0.8397759103641458,0.7983222051018661,0.5,0.45454545454545453,0.47619047619047616,0.0847457627118644,0.9152542372881356,0.607424071991001,162,15,18,15
KC1,DS,5,1885,210,3186,0.8142857142857143,0.811993378812199,0.8142857142857143,0.8131187122736419,0.6291730868002054,0.40625,0.3939393939393939,0.4,0.10734463276836158,0.8926553672316384,0.5466400532268795,158,19,20,13
KC1,SVM,5,1885,210,3186,0.6857142857142857,0.8306140027070259,0.6857142857142857,0.7272298393041426,0.7563773326485193,0.2962962962962963,0.7272727272727273,0.42105263157894735,0.3220338983050847,0.6779661016949152,0.7017543859649122,120,57,9,24
KC1,LR,5,1885,210,3186,0.6904761904761905,0.8316483516483517,0.6904761904761905,0.7311529956308142,0.7574045540147235,0.3,0.7272727272727273,0.4247787610619469,0.3163841807909605,0.6836158192090396,0.7047688387331634,121,56,9,24
KC1,AdaBoost-RF,5,1885,210,3186,0.8238095238095238,0.8259835752482811,0.8238095238095238,0.8248748165284464,0.6924328026022941,0.4411764705882353,0.45454545454545453,0.44776119402985076,0.10734463276836158,0.8926553672316384,0.6023637056805184,158,19,18,15
KC1,AdaBoost-DS,5,1885,210,3186,0.8380952380952381,0.8302424951691479,0.8380952380952381,0.8337769997168087,0.7201677794898134,0.4827586206896552,0.42424242424242425,0.45161290322580644,0.0847457627118644,0.9152542372881356,0.5797546012269938,162,15,19,14
KC1,AdaBoost-SVM,5,1885,210,3186,0.7047619047619048,0.8348012889366272,0.7047619047619048,0.7428571428571429,0.7270159219311763,0.3116883116883117,0.7272727272727273,0.43636363636363634,0.2994350282485876,0.7005649717514124,0.7136690647482015,124,53,9,24
KC1,AdaBoost-LR,5,1885,210,3186,0.7095238095238096,0.823688750862664,0.7095238095238096,0.7454875283446712,0.7054442732408834,0.3055555555555556,0.6666666666666666,0.41904761904761906,0.2824858757062147,0.7175141242937854,0.691156462585034,127,50,11,22
KC1,Bagging-RF,5,1885,210,3186,0.819047619047619,0.8279866985069296,0.819047619047619,0.8231836734693878,0.7818010614620785,0.43243243243243246,0.48484848484848486,0.45714285714285713,0.11864406779661017,0.8813559322033898,0.6255639097744362,156,21,17,16
KC1,Bagging-DS,5,1885,210,3186,0.8380952380952381,0.8462249202133596,0.8380952380952381,0.8417959183673469,0.7718712549221024,0.4864864864864865,0.5454545454545454,0.5142857142857142,0.10734463276836158,0.8926553672316384,0.6771428571428572,158,19,15,18
KC1,Bagging-SVM,5,1885,210,3186,0.6714285714285714,0.8275510204081632,0.6714285714285714,0.7153882421209156,0.7051018661188152,0.2857142857142857,0.7272727272727273,0.41025641025641024,0.3389830508474576,0.6610169491525424,0.6925638179800222,117,60,9,24
KC1,Bagging-LR,5,1885,210,3186,0.6761904761904762,0.8221401911324392,0.6761904761904762,0.7189640768588137,0.750898818695429,0.2839506172839506,0.696969696969697,0.40350877192982454,0.327683615819209,0.672316384180791,0.6844211052763192,119,58,10,23
KC1,RF,6,1886,209,3186,0.8851674641148325,0.8775831588601218,0.8851674641148325,0.8801847879887806,0.8640536723163841,0.6538461538461539,0.53125,0.5862068965517241,0.05084745762711865,0.9491525423728814,0.6812164579606439,168,9,15,17
KC1,DS,6,1886,209,3186,0.84688995215311,0.8549105290815058,0.84688995215311,0.8505182742953641,0.6957980225988701,0.5,0.5625,0.5294117647058824,0.1016949152542373,0.8983050847457628,0.6918056562726613,159,18,14,18
KC1,SVM,6,1886,209,3186,0.7129186602870813,0.8708261562998404,0.7129186602870813,0.7525488657806778,0.8750882768361583,0.3333333333333333,0.875,0.4827586206896552,0.3163841807909605,0.6836158192090396,0.767557770729497,121,56,4,28
KC1,LR,6,1886,209,3186,0.722488038277512,0.8724977326252937,0.722488038277512,0.7605242172416687,0.880031779661017,0.34146341463414637,0.875,0.49122807017543857,0.3050847457627119,0.6949152542372882,0.7746288798920379,123,54,4,28
KC1,AdaBoost-RF,6,1886,209,3186,0.8708133971291866,0.8724898506597072,0.8708133971291866,0.8716241563714353,0.7910487288135593,0.5757575757575758,0.59375,0.5846153846153846,0.07909604519774012,0.9209039548022598,0.7219955705793215,163,14,13,19
KC1,AdaBoost-DS,6,1886,209,3186,0.861244019138756,0.8594863959794045,0.861244019138756,0.8603382121543722,0.7753354519774012,0.5483870967741935,0.53125,0.5396825396825397,0.07909604519774012,0.9209039548022598,0.6737993920972644,163,14,15,17
KC1,AdaBoost-SVM,6,1886,209,3186,0.7559808612440191,0.8723840358716732,0.7559808612440191,0.7876406089286534,0.8052612994350283,0.3698630136986301,0.84375,0.5142857142857142,0.2598870056497175,0.7401129943502824,0.7885408538624457,131,46,5,27
KC1,AdaBoost-LR,6,1886,209,3186,0.7559808612440191,0.8600201095624437,0.7559808612440191,0.7864365716000458,0.7934322033898304,0.36231884057971014,0.78125,0.49504950495049505,0.24858757062146894,0.751412429378531,0.7660407787121299,133,44,7,25
KC1,Bagging-RF,6,1886,209,3186,0.8421052631578947,0.8567198539334763,0.8421052631578947,0.8482962083131277,0.8663488700564971,0.48717948717948717,0.59375,0.5352112676056338,0.11299435028248588,0.8870056497175142,0.7113389769881959,157,20,13,19
KC1,Bagging-DS,6,1886,209,3186,0.8660287081339713,0.8660287081339713,0.8660287081339713,0.8660287081339713,0.8486935028248588,0.5625,0.5625,0.5625,0.07909604519774012,0.9209039548022598,0.6984051416329445,163,14,14,18
KC1,Bagging-SVM,6,1886,209,3186,0.6985645933014354,0.8683998654841534,0.6985645933014354,0.7405000437710089,0.8027895480225989,0.3218390804597701,0.875,0.47058823529411764,0.3333333333333333,0.6666666666666666,0.7567567567567567,118,59,4,28
KC1,Bagging-LR,6,1886,209,3186,0.7129186602870813,0.8708261562998404,0.7129186602870813,0.7525488657806778,0.8734992937853108,0.3333333333333333,0.875,0.4827586206896552,0.3163841807909605,0.6836158192090396,0.767557770729497,121,56,4,28
KC1,RF,7,1886,209,3186,0.8755980861244019,0.8696653738817158,0.8755980861244019,0.8721463384209635,0.8689088983050848,0.6071428571428571,0.53125,0.5666666666666667,0.062146892655367235,0.9378531073446328,0.6782838601129673,166,11,15,17
KC1,DS,7,1886,209,3186,0.8181818181818182,0.8274654055000876,0.8181818181818182,0.8224904507257449,0.6495409604519773,0.4166666666666667,0.46875,0.4411764705882353,0.11864406779661017,0.8813559322033898,0.6120047077285211,156,21,17,15
KC1,SVM,7,1886,209,3186,0.7177033492822966,0.8269473089839221,0.7177033492822966,0.7529364259686804,0.832274011299435,0.30434782608695654,0.65625,0.4158415841584158,0.2711864406779661,0.7288135593220338,0.6906309751434034,129,48,11,21
KC1,LR,7,1886,209,3186,0.7272727272727273,0.8352155091285526,0.7272727272727273,0.7613114623765216,0.821680790960452,0.3188405797101449,0.6875,0.43564356435643564,0.2655367231638418,0.7344632768361582,0.7102061087658306,130,47,10,22
KC1,AdaBoost-RF,7,1886,209,3186,0.8708133971291866,0.8724898506597072,0.8708133971291866,0.8716241563714353,0.8041137005649717,0.5757575757575758,0.59375,0.5846153846153846,0.07909604519774012,0.9209039548022598,0.7219955705793215,163,14,13,19
KC1,AdaBoost-DS,7,1886,209,3186,0.8421052631578947,0.844135131216471,0.8421052631578947,0.8430961911206432,0.813912429378531,0.48484848484848486,0.5,0.49230769230769234,0.096045197740113,0.903954802259887,0.6438631790744467,160,17,16,16
KC1,AdaBoost-SVM,7,1886,209,3186,0.7368421052631579,0.8434837092731828,0.7368421052631579,0.7696864987843629,0.728813559322034,0.3333333333333333,0.71875,0.45544554455445546,0.2598870056497175,0.7401129943502824,0.729275081689459,131,46,9,23
KC1,AdaBoost-LR,7,1886,209,3186,0.7559808612440191,0.8423507918821544,0.7559808612440191,0.7840846134474942,0.7518538135593221,0.3492063492063492,0.6875,0.4631578947368421,0.23163841807909605,0.768361581920904,0.7256851806936697,136,41,10,22
KC1,Bagging-RF,7,1886,209,3186,0.861244019138756,0.8745350624607591,0.861244019138756,0.8666845466994152,0.8810911016949152,0.5384615384615384,0.65625,0.5915492957746479,0.1016949152542373,0.8983050847457628,0.7584327086882453,159,18,11,21
KC1,Bagging-DS,7,1886,209,3186,0.8516746411483254,0.8615049064865465,0.8516746411483254,0.8559862457825254,0.8157662429378532,0.5135135135135135,0.59375,0.5507246376811594,0.1016949152542373,0.8983050847457628,0.7149449769258076,159,18,13,19
KC1,Bagging-SVM,7,1886,209,3186,0.722488038277512,0.8401649999805973,0.722488038277512,0.7581798020953234,0.725194209039548,0.3194444444444444,0.71875,0.4423076923076923,0.2768361581920904,0.7231638418079096,0.7209501652993755,128,49,9,23
KC1,Bagging-LR,7,1886,209,3186,0.7272727272727273,0.8412570283360241,0.7272727272727273,0.7620224435758416,0.8169138418079096,0.323943661971831,0.71875,0.44660194174757284,0.2711864406779661,0.7288135593220338,0.7237467983900476,129,48,9,23
KC1,RF,8,1886,209,3186,0.861244019138756,0.8705667946794017,0.861244019138756,0.86527745573204,0.85107697740113,0.5405405405405406,0.625,0.5797101449275363,0.096045197740113,0.903954802259887,0.7390300230946882,160,17,12,20
